NA,0,1,2,3,4,5.0,6.0,7,8,9,10,11,12,13,14,15,16,17,18.0,19.0,20.0,21,22.0,23,24,25.0,26,27,28.0,29,30,31.0,32,33.0,34,35,36.0,37,38,39,40,41,42,43,44,45.0,46.0,47.0,48.0,49,50,51,52.0,53,54,55.0,56.0,57,58.0,59,60,61,62,63.0,64,65,66,67,68,69.0,70,71,72.0,73,74,75,76,77,78,79,80.0,81.0,82.0,83.0,84,85.0,86,87.0,88,89.0,90.0,91,92,93.0,94,95
770.0,68.0,103.0,46.0,77.0,65.0,59.0,70.0,44.0,91.0,59.0,46.0,29.0,64.0,59.0,43.0,27.0,57.0,50.0,57.0,50.0,65.0,37.0,75.0,49.0,45.0,37.0,81.0,53.0,44.0,74.0,58.0,61.0,41.0,49.0,34.0,50.0,122.0,59.0,64.0,64.0,58.0,48.0,69.0,59.0,78.0,53.0,85.0,61.0,36.0,57.0,38.0,49.0,61.0,42.0,70.0,48.0,55.0,99.0,48.0,83.0,67.0,73.0,87.0,53.0,65.0,49.0,127.0,,93.0,42.0,,67.0,51.0,70.0,68.0,80.0,44.0,68.0,82.0,45.0,46.0,62.0,58.0,93.0,38.0,64.0,84.0,56.0,51.0,69.0,96.0,87.0,72.0,58.0,49.0,52.0
777.0,67.0,101.0,43.0,73.0,64.0,56.0,68.0,42.0,92.0,58.0,42.0,26.0,62.0,58.0,42.0,24.0,54.0,46.0,57.0,51.0,62.0,34.0,74.0,44.0,42.0,36.0,80.0,51.0,42.0,74.0,57.0,57.0,38.0,48.0,32.0,45.0,121.0,60.0,63.0,76.0,56.0,49.0,66.0,59.0,80.0,51.0,78.0,61.0,36.0,53.0,37.0,47.0,56.0,40.0,69.0,48.0,52.0,91.0,49.0,78.0,65.0,70.0,83.0,51.0,62.0,46.0,116.0,,94.0,42.0,,61.0,48.0,66.0,67.0,83.0,39.0,67.0,86.0,48.0,46.0,59.0,54.0,92.0,41.0,60.0,83.0,56.0,48.0,65.0,92.0,80.0,71.0,53.0,51.0,51.0
784.0,65.0,99.0,42.0,69.0,62.0,54.0,65.0,39.0,91.0,57.0,38.0,25.0,59.0,55.0,42.0,22.0,52.0,39.0,55.0,50.0,59.0,32.0,72.0,41.0,39.0,34.0,79.0,48.0,40.0,72.0,55.0,54.0,35.0,46.0,27.0,41.0,108.0,60.0,64.0,95.0,58.0,47.0,62.0,58.0,76.0,49.0,76.0,56.0,33.0,55.0,38.0,43.0,50.0,39.0,65.0,54.0,49.0,84.0,42.0,74.0,59.0,69.0,82.0,50.0,60.0,44.0,114.0,,93.0,37.0,,54.0,48.0,67.0,66.0,89.0,34.0,71.0,81.0,53.0,47.0,63.0,53.0,88.0,37.0,55.0,78.0,54.0,44.0,67.0,89.0,78.0,70.0,57.0,42.0,52.0
791.0,62.0,95.0,41.0,65.0,59.0,52.0,64.0,36.0,89.0,54.0,34.0,25.0,55.0,54.0,40.0,20.0,51.0,37.0,51.0,49.0,56.0,29.0,69.0,37.0,40.0,31.0,78.0,47.0,39.0,70.0,52.0,51.0,31.0,44.0,25.0,39.0,104.0,54.0,65.0,94.0,57.0,45.0,62.0,52.0,74.0,44.0,76.0,55.0,32.0,52.0,33.0,39.0,45.0,38.0,64.0,53.0,43.0,77.0,40.0,72.0,51.0,60.0,77.0,50.0,55.0,40.0,99.0,,93.0,34.0,,65.0,45.0,64.0,66.0,87.0,34.0,72.0,80.0,55.0,46.0,63.0,48.0,87.0,36.0,59.0,72.0,52.0,39.0,62.0,89.0,73.0,68.0,55.0,35.0,47.0
798.0,59.0,90.0,39.0,62.0,58.0,49.0,62.0,32.0,86.0,52.0,31.0,23.0,52.0,53.0,39.0,19.0,47.0,35.0,46.0,47.0,52.0,26.0,65.0,34.0,36.0,30.0,76.0,46.0,35.0,63.0,47.0,47.0,28.0,42.0,24.0,35.0,87.0,58.0,61.0,87.0,54.0,44.0,60.0,50.0,62.0,37.0,72.0,54.0,30.0,47.0,32.0,40.0,38.0,37.0,64.0,47.0,39.0,75.0,38.0,64.0,43.0,53.0,69.0,47.0,54.0,39.0,73.0,,94.0,32.0,102.0,73.0,41.0,62.0,65.0,76.0,30.0,67.0,74.0,53.0,46.0,56.0,45.0,87.0,32.0,54.0,69.0,52.0,33.0,58.0,84.0,71.0,65.0,47.0,32.0,45.0
805.0,56.0,84.0,37.0,59.0,56.0,45.0,59.0,27.0,84.0,49.0,27.0,21.0,48.0,49.0,37.0,16.0,44.0,34.0,42.0,44.0,50.0,23.0,62.0,32.0,34.0,26.0,71.0,43.0,32.0,58.0,43.0,43.0,25.0,37.0,22.0,31.0,98.0,61.0,57.0,69.0,52.0,41.0,57.0,42.0,59.0,33.0,67.0,48.0,28.0,46.0,28.0,40.0,37.0,37.0,64.0,42.0,32.0,76.0,35.0,61.0,41.0,49.0,66.0,44.0,51.0,35.0,82.0,,93.0,30.0,96.0,76.0,40.0,58.0,66.0,,28.0,64.0,70.0,47.0,44.0,53.0,43.0,87.0,25.0,57.0,62.0,52.0,26.0,59.0,81.0,67.0,69.0,47.0,24.0,45.0
812.0,54.0,92.0,34.0,55.0,53.0,40.0,57.0,24.0,82.0,44.0,24.0,19.0,44.0,46.0,35.0,13.0,39.0,35.0,38.0,42.0,47.0,20.0,62.0,30.0,31.0,24.0,66.0,40.0,27.0,55.0,40.0,41.0,22.0,32.0,20.0,28.0,107.0,58.0,56.0,57.0,47.0,44.0,58.0,36.0,51.0,28.0,63.0,45.0,24.0,42.0,19.0,37.0,34.0,32.0,62.0,31.0,29.0,74.0,33.0,65.0,39.0,47.0,79.0,42.0,47.0,38.0,78.0,,90.0,29.0,92.0,,36.0,54.0,60.0,,27.0,56.0,73.0,37.0,42.0,45.0,37.0,83.0,21.0,55.0,60.0,49.0,23.0,61.0,75.0,65.0,62.0,40.0,22.0,37.0
819.0,52.0,91.0,32.0,53.0,52.0,43.0,54.0,22.0,80.0,42.0,24.0,21.0,46.0,44.0,34.0,12.0,34.0,31.0,35.0,39.0,43.0,19.0,60.0,32.0,28.0,22.0,62.0,37.0,24.0,55.0,38.0,38.0,20.0,29.0,18.0,26.0,109.0,68.0,50.0,52.0,46.0,41.0,55.0,35.0,49.0,27.0,59.0,42.0,21.0,35.0,17.0,41.0,40.0,31.0,58.0,36.0,29.0,77.0,28.0,69.0,41.0,44.0,78.0,36.0,44.0,35.0,78.0,,81.0,28.0,91.0,,39.0,52.0,59.0,,25.0,48.0,71.0,43.0,42.0,39.0,36.0,80.0,19.0,48.0,56.0,52.0,22.0,63.0,70.0,62.0,60.0,41.0,20.0,36.0
826.0,52.0,92.0,30.0,53.0,51.0,44.0,55.0,22.0,78.0,41.0,24.0,25.0,48.0,41.0,32.0,11.0,34.0,32.0,36.0,38.0,42.0,18.0,61.0,30.0,27.0,19.0,61.0,33.0,24.0,56.0,37.0,38.0,20.0,27.0,19.0,25.0,117.0,62.0,52.0,54.0,46.0,36.0,50.0,33.0,47.0,26.0,58.0,42.0,20.0,34.0,16.0,42.0,42.0,30.0,56.0,34.0,26.0,76.0,27.0,79.0,46.0,43.0,74.0,33.0,40.0,39.0,79.0,,81.0,28.0,95.0,,44.0,52.0,57.0,,27.0,49.0,71.0,35.0,36.0,36.0,34.0,77.0,18.0,47.0,56.0,49.0,22.0,64.0,72.0,61.0,59.0,47.0,20.0,35.0
833.0,52.0,93.0,32.0,54.0,49.0,46.0,55.0,23.0,77.0,39.0,26.0,26.0,51.0,42.0,32.0,12.0,33.0,35.0,35.0,37.0,41.0,20.0,64.0,30.0,27.0,20.0,61.0,33.0,24.0,55.0,39.0,38.0,21.0,28.0,22.0,27.0,119.0,58.0,51.0,59.0,47.0,29.0,51.0,34.0,47.0,26.0,59.0,44.0,19.0,31.0,19.0,48.0,40.0,31.0,54.0,34.0,32.0,71.0,25.0,78.0,44.0,47.0,78.0,34.0,41.0,41.0,,,81.0,29.0,100.0,,52.0,51.0,58.0,67.0,28.0,49.0,76.0,33.0,37.0,36.0,33.0,77.0,18.0,38.0,51.0,46.0,23.0,64.0,70.0,68.0,48.0,47.0,21.0,32.0
840.0,52.0,83.0,34.0,55.0,50.0,48.0,54.0,25.0,78.0,39.0,26.0,27.0,54.0,42.0,32.0,14.0,34.0,35.0,35.0,38.0,42.0,23.0,67.0,29.0,28.0,21.0,62.0,37.0,26.0,59.0,37.0,39.0,23.0,29.0,25.0,29.0,122.0,56.0,51.0,49.0,47.0,23.0,50.0,36.0,48.0,26.0,61.0,49.0,23.0,35.0,24.0,51.0,38.0,36.0,56.0,36.0,33.0,79.0,27.0,76.0,42.0,42.0,59.0,36.0,43.0,37.0,,,79.0,27.0,108.0,,57.0,54.0,66.0,69.0,27.0,56.0,69.0,45.0,40.0,36.0,36.0,81.0,20.0,41.0,53.0,49.0,23.0,61.0,70.0,70.0,52.0,45.0,25.0,35.0
847.0,53.0,86.0,34.0,56.0,49.0,46.0,56.0,27.0,78.0,41.0,26.0,25.0,54.0,44.0,33.0,15.0,34.0,36.0,36.0,40.0,43.0,24.0,70.0,26.0,29.0,23.0,62.0,40.0,26.0,57.0,38.0,40.0,25.0,30.0,29.0,31.0,111.0,49.0,53.0,44.0,47.0,25.0,50.0,38.0,47.0,28.0,64.0,52.0,25.0,37.0,25.0,50.0,35.0,37.0,58.0,34.0,32.0,81.0,29.0,69.0,34.0,46.0,56.0,39.0,44.0,37.0,,,82.0,27.0,112.0,85.0,54.0,53.0,67.0,66.0,28.0,58.0,76.0,40.0,48.0,39.0,34.0,84.0,21.0,40.0,56.0,50.0,23.0,63.0,69.0,72.0,56.0,40.0,27.0,35.0
854.0,53.0,88.0,36.0,55.0,49.0,47.0,55.0,29.0,78.0,42.0,26.0,23.0,53.0,45.0,33.0,15.0,33.0,36.0,36.0,41.0,43.0,26.0,71.0,28.0,31.0,26.0,62.0,44.0,26.0,55.0,38.0,41.0,25.0,30.0,27.0,32.0,101.0,48.0,50.0,38.0,47.0,28.0,52.0,40.0,52.0,30.0,65.0,52.0,25.0,38.0,26.0,48.0,36.0,38.0,57.0,43.0,31.0,87.0,30.0,60.0,32.0,55.0,52.0,39.0,44.0,35.0,,,84.0,27.0,111.0,82.0,49.0,53.0,73.0,52.0,25.0,60.0,75.0,43.0,54.0,39.0,37.0,88.0,23.0,42.0,56.0,49.0,23.0,66.0,67.0,67.0,53.0,33.0,28.0,33.0
861.0,53.0,89.0,35.0,54.0,51.0,47.0,55.0,30.0,79.0,44.0,26.0,25.0,48.0,45.0,34.0,16.0,34.0,35.0,38.0,42.0,44.0,26.0,73.0,28.0,32.0,27.0,61.0,45.0,28.0,55.0,36.0,44.0,25.0,30.0,28.0,33.0,89.0,51.0,50.0,48.0,47.0,32.0,53.0,42.0,50.0,31.0,65.0,51.0,27.0,42.0,26.0,41.0,35.0,37.0,58.0,45.0,27.0,95.0,31.0,62.0,30.0,53.0,53.0,40.0,46.0,36.0,80.0,,83.0,26.0,112.0,72.0,42.0,52.0,76.0,46.0,26.0,62.0,74.0,45.0,52.0,36.0,37.0,89.0,22.0,49.0,60.0,53.0,23.0,60.0,67.0,61.0,56.0,36.0,29.0,35.0
868.0,53.0,87.0,34.0,54.0,50.0,45.0,55.0,30.0,80.0,45.0,27.0,25.0,45.0,46.0,35.0,17.0,32.0,33.0,38.0,43.0,42.0,26.0,67.0,30.0,34.0,29.0,60.0,42.0,29.0,51.0,40.0,44.0,23.0,30.0,28.0,33.0,82.0,51.0,45.0,52.0,49.0,34.0,52.0,40.0,49.0,33.0,63.0,47.0,27.0,40.0,23.0,40.0,36.0,39.0,55.0,46.0,27.0,89.0,31.0,55.0,32.0,54.0,61.0,44.0,45.0,38.0,78.0,,84.0,28.0,104.0,67.0,37.0,51.0,72.0,40.0,28.0,58.0,70.0,35.0,54.0,38.0,35.0,90.0,23.0,44.0,54.0,53.0,21.0,61.0,68.0,57.0,56.0,42.0,26.0,32.0
875.0,53.0,84.0,34.0,53.0,50.0,42.0,55.0,30.0,81.0,46.0,29.0,25.0,41.0,47.0,36.0,17.0,33.0,37.0,39.0,45.0,42.0,26.0,65.0,31.0,35.0,29.0,60.0,42.0,29.0,50.0,39.0,45.0,21.0,30.0,30.0,32.0,96.0,54.0,47.0,50.0,50.0,32.0,51.0,40.0,48.0,34.0,60.0,43.0,27.0,38.0,22.0,37.0,30.0,38.0,53.0,45.0,28.0,83.0,30.0,53.0,40.0,53.0,69.0,44.0,48.0,40.0,70.0,,86.0,29.0,107.0,68.0,35.0,48.0,75.0,36.0,29.0,66.0,57.0,43.0,49.0,35.0,35.0,89.0,25.0,41.0,52.0,45.0,17.0,62.0,69.0,60.0,56.0,45.0,25.0,32.0
882.0,54.0,79.0,34.0,53.0,50.0,38.0,56.0,30.0,83.0,47.0,29.0,26.0,38.0,46.0,38.0,18.0,34.0,38.0,39.0,45.0,42.0,25.0,60.0,32.0,35.0,30.0,60.0,42.0,28.0,51.0,40.0,45.0,21.0,30.0,33.0,34.0,118.0,54.0,44.0,49.0,,32.0,51.0,37.0,45.0,35.0,61.0,43.0,27.0,39.0,24.0,32.0,26.0,39.0,54.0,43.0,29.0,80.0,30.0,49.0,39.0,47.0,76.0,48.0,49.0,42.0,69.0,,86.0,28.0,104.0,64.0,36.0,48.0,75.0,39.0,31.0,68.0,48.0,44.0,52.0,40.0,32.0,91.0,22.0,42.0,50.0,48.0,20.0,66.0,66.0,63.0,57.0,48.0,24.0,34.0
889.0,53.0,77.0,35.0,53.0,50.0,37.0,56.0,29.0,83.0,47.0,28.0,26.0,39.0,47.0,39.0,18.0,34.0,37.0,38.0,46.0,41.0,25.0,53.0,33.0,35.0,30.0,61.0,43.0,27.0,49.0,39.0,45.0,22.0,29.0,33.0,34.0,118.0,51.0,41.0,37.0,,31.0,51.0,32.0,45.0,34.0,64.0,37.0,26.0,37.0,25.0,31.0,31.0,39.0,54.0,46.0,30.0,73.0,29.0,42.0,,44.0,73.0,46.0,49.0,42.0,71.0,,84.0,29.0,104.0,67.0,37.0,47.0,75.0,38.0,33.0,69.0,42.0,46.0,50.0,47.0,34.0,88.0,23.0,39.0,47.0,50.0,23.0,70.0,64.0,64.0,54.0,43.0,25.0,35.0
896.0,53.0,75.0,36.0,51.0,50.0,37.0,57.0,29.0,84.0,47.0,28.0,26.0,39.0,46.0,40.0,19.0,34.0,38.0,37.0,46.0,41.0,24.0,50.0,33.0,34.0,30.0,61.0,44.0,26.0,46.0,37.0,46.0,22.0,28.0,34.0,34.0,120.0,54.0,41.0,40.0,,31.0,50.0,34.0,42.0,33.0,62.0,38.0,27.0,41.0,26.0,31.0,29.0,38.0,54.0,47.0,31.0,72.0,29.0,44.0,,40.0,67.0,45.0,51.0,41.0,62.0,,82.0,26.0,108.0,70.0,36.0,41.0,75.0,38.0,36.0,70.0,44.0,44.0,48.0,43.0,32.0,88.0,23.0,36.0,44.0,51.0,24.0,73.0,62.0,,50.0,45.0,26.0,38.0
903.0,53.0,72.0,36.0,50.0,50.0,37.0,58.0,28.0,85.0,47.0,26.0,27.0,38.0,46.0,39.0,18.0,33.0,36.0,37.0,45.0,40.0,25.0,48.0,32.0,33.0,31.0,65.0,44.0,25.0,44.0,37.0,47.0,22.0,27.0,35.0,34.0,115.0,51.0,38.0,43.0,,30.0,49.0,31.0,42.0,34.0,62.0,34.0,28.0,44.0,28.0,31.0,29.0,39.0,52.0,46.0,30.0,70.0,31.0,45.0,,37.0,65.0,48.0,50.0,42.0,65.0,,81.0,25.0,97.0,52.0,37.0,37.0,75.0,33.0,35.0,65.0,,33.0,49.0,42.0,33.0,88.0,27.0,41.0,42.0,53.0,22.0,73.0,63.0,,44.0,42.0,26.0,43.0
910.0,52.0,72.0,37.0,50.0,49.0,37.0,57.0,27.0,82.0,46.0,25.0,26.0,36.0,46.0,39.0,18.0,32.0,34.0,37.0,45.0,40.0,25.0,47.0,32.0,32.0,30.0,63.0,42.0,25.0,41.0,35.0,47.0,21.0,27.0,36.0,34.0,104.0,51.0,38.0,46.0,,30.0,46.0,32.0,41.0,31.0,57.0,31.0,28.0,45.0,25.0,31.0,29.0,37.0,52.0,45.0,33.0,63.0,31.0,48.0,,38.0,63.0,45.0,53.0,42.0,60.0,,76.0,23.0,102.0,61.0,36.0,34.0,72.0,35.0,35.0,63.0,,41.0,43.0,38.0,33.0,88.0,27.0,37.0,40.0,52.0,19.0,72.0,64.0,,42.0,36.0,24.0,46.0
917.0,52.0,69.0,38.0,49.0,48.0,36.0,57.0,27.0,84.0,46.0,25.0,27.0,35.0,45.0,39.0,18.0,33.0,33.0,36.0,46.0,40.0,25.0,46.0,32.0,32.0,30.0,63.0,42.0,25.0,41.0,37.0,48.0,20.0,27.0,37.0,33.0,98.0,50.0,41.0,49.0,,31.0,44.0,35.0,37.0,32.0,54.0,31.0,27.0,46.0,24.0,33.0,25.0,35.0,51.0,45.0,32.0,61.0,31.0,46.0,,40.0,68.0,48.0,53.0,43.0,49.0,,75.0,21.0,105.0,60.0,35.0,36.0,70.0,35.0,33.0,65.0,,39.0,44.0,32.0,31.0,128.0,30.0,35.0,40.0,52.0,18.0,72.0,65.0,,42.0,36.0,27.0,44.0
924.0,51.0,68.0,37.0,48.0,47.0,35.0,54.0,27.0,82.0,45.0,26.0,27.0,33.0,45.0,38.0,18.0,35.0,32.0,35.0,44.0,41.0,26.0,46.0,31.0,31.0,30.0,61.0,43.0,23.0,42.0,36.0,48.0,20.0,26.0,35.0,33.0,107.0,49.0,44.0,46.0,,31.0,43.0,34.0,38.0,29.0,63.0,28.0,24.0,43.0,23.0,31.0,23.0,32.0,50.0,43.0,29.0,57.0,29.0,43.0,,43.0,63.0,44.0,49.0,42.0,58.0,,79.0,20.0,107.0,60.0,35.0,36.0,68.0,34.0,30.0,66.0,,42.0,43.0,29.0,31.0,128.0,30.0,36.0,41.0,49.0,16.0,71.0,68.0,,42.0,32.0,26.0,42.0
931.0,50.0,67.0,37.0,48.0,47.0,33.0,52.0,27.0,81.0,45.0,26.0,26.0,33.0,44.0,36.0,17.0,35.0,30.0,33.0,42.0,42.0,24.0,45.0,31.0,30.0,30.0,57.0,41.0,22.0,41.0,34.0,49.0,20.0,25.0,34.0,33.0,100.0,49.0,43.0,43.0,45.0,32.0,45.0,32.0,35.0,27.0,63.0,27.0,23.0,40.0,19.0,30.0,22.0,30.0,51.0,41.0,29.0,53.0,27.0,38.0,,44.0,65.0,43.0,47.0,40.0,55.0,,76.0,20.0,107.0,61.0,36.0,35.0,66.0,33.0,26.0,66.0,,54.0,39.0,31.0,30.0,125.0,23.0,34.0,43.0,49.0,17.0,69.0,65.0,,43.0,36.0,24.0,35.0
938.0,50.0,66.0,36.0,47.0,47.0,32.0,50.0,26.0,81.0,45.0,26.0,26.0,34.0,44.0,35.0,17.0,37.0,32.0,33.0,40.0,43.0,25.0,44.0,30.0,30.0,28.0,57.0,42.0,22.0,41.0,34.0,48.0,18.0,25.0,31.0,33.0,99.0,52.0,43.0,37.0,46.0,35.0,48.0,33.0,34.0,28.0,66.0,26.0,24.0,39.0,18.0,32.0,23.0,31.0,49.0,37.0,29.0,53.0,26.0,35.0,37.0,41.0,66.0,44.0,43.0,38.0,55.0,,71.0,18.0,107.0,45.0,37.0,34.0,64.0,30.0,25.0,63.0,,45.0,39.0,35.0,28.0,124.0,22.0,34.0,48.0,49.0,17.0,66.0,64.0,,46.0,37.0,24.0,34.0
945.0,48.0,66.0,35.0,46.0,47.0,31.0,50.0,25.0,81.0,44.0,25.0,25.0,33.0,43.0,34.0,16.0,36.0,31.0,33.0,36.0,41.0,24.0,43.0,29.0,29.0,28.0,56.0,40.0,21.0,40.0,32.0,45.0,19.0,25.0,32.0,34.0,97.0,57.0,39.0,35.0,44.0,32.0,48.0,31.0,33.0,28.0,68.0,27.0,23.0,39.0,16.0,33.0,22.0,29.0,49.0,32.0,28.0,48.0,27.0,37.0,34.0,36.0,51.0,41.0,42.0,37.0,56.0,,68.0,20.0,102.0,54.0,33.0,30.0,62.0,25.0,23.0,58.0,,48.0,39.0,33.0,29.0,85.0,22.0,37.0,50.0,44.0,15.0,67.0,65.0,58.0,42.0,38.0,19.0,35.0
952.0,47.0,65.0,34.0,46.0,46.0,31.0,50.0,25.0,80.0,42.0,25.0,24.0,32.0,41.0,33.0,16.0,35.0,30.0,33.0,35.0,40.0,24.0,43.0,29.0,26.0,27.0,57.0,38.0,22.0,38.0,33.0,44.0,19.0,26.0,33.0,32.0,80.0,58.0,34.0,36.0,45.0,30.0,48.0,30.0,33.0,28.0,62.0,27.0,23.0,36.0,17.0,34.0,24.0,29.0,48.0,29.0,29.0,48.0,29.0,40.0,33.0,33.0,54.0,40.0,41.0,38.0,45.0,,61.0,19.0,107.0,50.0,32.0,32.0,62.0,28.0,21.0,60.0,43.0,48.0,39.0,37.0,25.0,86.0,24.0,35.0,49.0,47.0,15.0,63.0,61.0,56.0,40.0,33.0,18.0,37.0
959.0,46.0,64.0,34.0,45.0,45.0,31.0,50.0,24.0,80.0,41.0,24.0,24.0,31.0,38.0,32.0,16.0,35.0,31.0,32.0,33.0,37.0,24.0,42.0,29.0,25.0,25.0,57.0,38.0,22.0,36.0,31.0,40.0,17.0,23.0,31.0,30.0,87.0,59.0,31.0,38.0,44.0,29.0,46.0,34.0,32.0,27.0,58.0,27.0,22.0,36.0,16.0,33.0,23.0,27.0,46.0,31.0,28.0,48.0,30.0,41.0,35.0,31.0,46.0,35.0,44.0,37.0,40.0,,60.0,18.0,108.0,54.0,30.0,33.0,61.0,28.0,21.0,61.0,41.0,42.0,38.0,41.0,25.0,87.0,24.0,34.0,49.0,46.0,17.0,63.0,60.0,53.0,40.0,30.0,23.0,34.0
966.0,45.0,64.0,34.0,44.0,45.0,32.0,49.0,23.0,79.0,42.0,24.0,24.0,28.0,36.0,31.0,16.0,34.0,28.0,31.0,33.0,35.0,24.0,41.0,28.0,23.0,25.0,57.0,37.0,22.0,36.0,30.0,38.0,18.0,23.0,31.0,29.0,76.0,63.0,28.0,42.0,43.0,27.0,46.0,31.0,31.0,26.0,54.0,26.0,21.0,35.0,17.0,30.0,23.0,24.0,42.0,31.0,25.0,51.0,28.0,42.0,31.0,29.0,39.0,39.0,44.0,34.0,50.0,,62.0,20.0,98.0,59.0,28.0,37.0,61.0,29.0,19.0,60.0,38.0,44.0,35.0,37.0,22.0,84.0,28.0,31.0,52.0,44.0,19.0,62.0,60.0,53.0,36.0,28.0,25.0,34.0
973.0,47.0,66.0,33.0,45.0,44.0,32.0,49.0,23.0,78.0,42.0,25.0,25.0,29.0,33.0,31.0,16.0,33.0,28.0,29.0,32.0,34.0,24.0,40.0,28.0,22.0,23.0,61.0,38.0,23.0,42.0,33.0,37.0,19.0,21.0,30.0,29.0,81.0,59.0,32.0,47.0,44.0,32.0,45.0,30.0,36.0,23.0,60.0,25.0,21.0,33.0,20.0,30.0,24.0,27.0,43.0,29.0,27.0,54.0,25.0,43.0,44.0,36.0,47.0,44.0,44.0,34.0,52.0,,68.0,19.0,92.0,57.0,27.0,41.0,60.0,39.0,17.0,57.0,36.0,47.0,36.0,42.0,23.0,84.0,23.0,30.0,54.0,43.0,18.0,62.0,59.0,53.0,38.0,24.0,25.0,32.0
980.0,46.0,66.0,32.0,45.0,44.0,32.0,49.0,22.0,75.0,43.0,26.0,24.0,29.0,31.0,30.0,16.0,34.0,27.0,29.0,32.0,33.0,23.0,39.0,27.0,23.0,23.0,58.0,37.0,22.0,42.0,32.0,37.0,18.0,22.0,30.0,29.0,80.0,55.0,34.0,42.0,45.0,31.0,43.0,29.0,58.0,25.0,58.0,26.0,21.0,33.0,18.0,32.0,23.0,25.0,44.0,27.0,27.0,62.0,22.0,37.0,46.0,47.0,46.0,45.0,42.0,30.0,51.0,,73.0,20.0,85.0,51.0,27.0,39.0,58.0,38.0,17.0,53.0,36.0,49.0,35.0,39.0,25.0,82.0,19.0,29.0,61.0,38.0,20.0,59.0,58.0,61.0,44.0,23.0,24.0,29.0
987.0,46.0,66.0,31.0,44.0,44.0,32.0,49.0,22.0,76.0,43.0,26.0,25.0,30.0,30.0,30.0,17.0,33.0,25.0,29.0,33.0,32.0,23.0,40.0,26.0,23.0,22.0,56.0,37.0,20.0,42.0,33.0,38.0,19.0,22.0,29.0,31.0,69.0,53.0,36.0,42.0,45.0,30.0,43.0,28.0,58.0,23.0,61.0,26.0,20.0,31.0,20.0,33.0,22.0,24.0,45.0,23.0,26.0,64.0,22.0,36.0,44.0,46.0,44.0,44.0,40.0,29.0,53.0,,75.0,21.0,81.0,44.0,25.0,39.0,57.0,41.0,16.0,48.0,33.0,50.0,33.0,35.0,23.0,79.0,23.0,27.0,59.0,37.0,18.0,60.0,57.0,60.0,46.0,24.0,19.0,33.0
994.0,45.0,64.0,31.0,44.0,44.0,31.0,50.0,22.0,76.0,41.0,26.0,25.0,30.0,28.0,29.0,16.0,33.0,26.0,29.0,32.0,31.0,22.0,41.0,26.0,23.0,20.0,57.0,36.0,19.0,41.0,32.0,39.0,20.0,21.0,29.0,30.0,69.0,49.0,37.0,43.0,44.0,28.0,41.0,26.0,57.0,22.0,61.0,25.0,20.0,30.0,18.0,34.0,21.0,24.0,45.0,24.0,27.0,63.0,23.0,33.0,46.0,47.0,46.0,39.0,41.0,30.0,45.0,,75.0,20.0,83.0,45.0,28.0,37.0,56.0,41.0,16.0,52.0,33.0,50.0,34.0,35.0,26.0,82.0,19.0,26.0,59.0,36.0,16.0,59.0,56.0,60.0,46.0,25.0,16.0,36.0
1001.0,42.0,60.0,31.0,42.0,43.0,31.0,50.0,22.0,74.0,40.0,25.0,23.0,29.0,27.0,28.0,16.0,34.0,24.0,29.0,31.0,30.0,22.0,42.0,26.0,22.0,19.0,50.0,35.0,19.0,35.0,27.0,40.0,18.0,22.0,28.0,29.0,63.0,49.0,31.0,38.0,40.0,25.0,40.0,25.0,54.0,22.0,51.0,25.0,19.0,31.0,15.0,31.0,20.0,21.0,39.0,24.0,25.0,63.0,23.0,35.0,34.0,40.0,37.0,34.0,40.0,28.0,42.0,,68.0,19.0,80.0,40.0,26.0,35.0,58.0,40.0,16.0,52.0,31.0,50.0,30.0,34.0,24.0,80.0,21.0,22.0,57.0,33.0,15.0,52.0,59.0,65.0,43.0,28.0,17.0,37.0
1008.0,41.0,59.0,30.0,40.0,43.0,31.0,50.0,21.0,75.0,37.0,23.0,23.0,28.0,26.0,28.0,16.0,32.0,25.0,28.0,30.0,30.0,23.0,41.0,26.0,21.0,18.0,52.0,35.0,19.0,35.0,25.0,40.0,18.0,20.0,28.0,28.0,59.0,49.0,30.0,41.0,37.0,24.0,42.0,23.0,30.0,21.0,49.0,24.0,18.0,31.0,16.0,28.0,19.0,20.0,36.0,26.0,22.0,53.0,25.0,37.0,32.0,27.0,31.0,32.0,42.0,30.0,45.0,,64.0,17.0,74.0,41.0,28.0,34.0,58.0,43.0,15.0,53.0,28.0,51.0,26.0,30.0,24.0,73.0,18.0,24.0,47.0,35.0,12.0,52.0,60.0,53.0,37.0,29.0,22.0,40.0
1015.0,40.0,59.0,30.0,39.0,42.0,31.0,49.0,20.0,72.0,37.0,23.0,22.0,27.0,26.0,27.0,16.0,32.0,24.0,27.0,29.0,27.0,22.0,39.0,25.0,21.0,18.0,51.0,35.0,19.0,35.0,26.0,39.0,19.0,20.0,29.0,26.0,57.0,49.0,29.0,51.0,34.0,24.0,41.0,21.0,30.0,23.0,50.0,24.0,17.0,31.0,15.0,27.0,18.0,21.0,35.0,26.0,20.0,52.0,24.0,36.0,32.0,30.0,30.0,31.0,37.0,27.0,42.0,,64.0,15.0,67.0,37.0,30.0,36.0,55.0,43.0,16.0,51.0,31.0,51.0,27.0,28.0,27.0,71.0,14.0,23.0,46.0,33.0,13.0,47.0,59.0,53.0,36.0,24.0,22.0,38.0
